tabel;id_prov;id_kab;id_komoditas;id_kec;prov;kab;kec;n_utp_dipanen_sendiri;n_utp_diijonkan;n_utp_ditebaskan;n_utp_belum_panen_habis;n_utp_puso;n_utp_tidak_panen;n_utp_belum_panen;n_utp
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2201;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2201;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2201;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2201;[5310] SIKKA;53;5310;5310999;1;0;0;0;0;0;0;1
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2202;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2202;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2202;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2202;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2202;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2202;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2202;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2202;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2202;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2202;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2202;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2202;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2202;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2202;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2202;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2202;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2202;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2202;[5310071] MAGEPANDA;53;5310;5310071;1;0;0;0;0;0;0;1
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2202;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2202;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2202;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2202;[5310] SIKKA;53;5310;5310999;1;0;0;0;0;0;0;1
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2203;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2203;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2203;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2203;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2203;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2203;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2203;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2203;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2203;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2203;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2203;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2203;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2203;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2203;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2203;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2203;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2203;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2203;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2203;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2203;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2203;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2203;[5310] SIKKA;53;5310;5310999;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2204;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2204;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2204;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2204;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2204;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2204;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2204;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2204;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2204;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2204;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2204;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2204;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2204;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2204;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2204;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2204;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2204;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2204;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2204;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2204;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2204;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2204;[5310] SIKKA;53;5310;5310999;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2205;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2205;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2205;[5310012] TANA WAWO;53;5310;5310012;1;0;0;0;0;0;0;1
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2205;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2205;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2205;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2205;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2205;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2205;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2205;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2205;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2205;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2205;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2205;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2205;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2205;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2205;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2205;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2205;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2205;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2205;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2205;[5310] SIKKA;53;5310;5310999;1;0;0;0;0;0;0;1
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2206;[5310010] PAGA;53;5310;5310010;1;0;0;1;0;0;1;2
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2206;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2206;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2206;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2206;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2206;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2206;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2206;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2206;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2206;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2206;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2206;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2206;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2206;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2206;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2206;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2206;[5310070] NITA;53;5310;5310070;3;0;0;0;0;0;1;4
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2206;[5310071] MAGEPANDA;53;5310;5310071;26;0;0;0;0;0;6;31
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2206;[5310080] ALOK;53;5310;5310080;1;0;0;0;0;0;0;1
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2206;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2206;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2206;[5310] SIKKA;53;5310;5310999;31;0;0;1;0;0;8;38
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2207;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2207;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2207;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2207;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2207;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2207;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2207;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2207;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2207;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2207;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2207;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2207;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2207;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2207;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2207;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2207;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2207;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2207;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2207;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2207;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0;0;1
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2207;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2207;[5310] SIKKA;53;5310;5310999;0;0;0;0;0;0;0;1
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2208;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2208;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2208;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2208;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2208;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2208;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2208;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2208;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2208;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2208;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2208;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0;1;1
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2208;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2208;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2208;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2208;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2208;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2208;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2208;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2208;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2208;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2208;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0;0;0
BAB_4_tabel_4_09_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2208;[5310] SIKKA;53;5310;5310999;0;0;0;0;0;0;1;1
